id,room_id,booking_date,hour,is_available,available_slots,room_name,business_name
4233,CLV1,2025-03-25,11:30:00,true,4,"CLUEVIE","I escape"
4234,DNR2,2025-03-25,11:30:00,false,0,"DONOR","I escape"
4235,GMS3,2025-03-25,11:30:00,false,0,"GAME SHOW Live!","I escape"
4236,LOT4,2025-03-25,11:30:00,true,7,"LEGEND OF THE TOMB","I escape"
4237,CLV1,2025-03-25,11:45:00,true,4,"CLUEVIE","I escape"
4238,DNR2,2025-03-25,11:45:00,true,3,"DONOR","I escape"
4239,GMS3,2025-03-25,11:45:00,true,10,"GAME SHOW Live!","I escape"
4240,LOT4,2025-03-25,11:45:00,true,4,"LEGEND OF THE TOMB","I escape"
4241,CLV1,2025-03-25,12:00:00,true,7,"CLUEVIE","I escape"
4242,DNR2,2025-03-25,12:00:00,false,0,"DONOR","I escape"
4243,GMS3,2025-03-25,12:00:00,false,0,"GAME SHOW Live!","I escape"
4244,LOT4,2025-03-25,12:00:00,false,0,"LEGEND OF THE TOMB","I escape"
4245,CLV1,2025-03-25,12:15:00,false,0,"CLUEVIE","I escape"
4246,DNR2,2025-03-25,12:15:00,false,0,"DONOR","I escape"
4247,GMS3,2025-03-25,12:15:00,false,0,"GAME SHOW Live!","I escape"
4248,LOT4,2025-03-25,12:15:00,true,3,"LEGEND OF THE TOMB","I escape"
4249,CLV1,2025-03-25,12:30:00,true,5,"CLUEVIE","I escape"
4250,DNR2,2025-03-25,12:30:00,true,5,"DONOR","I escape"
4251,GMS3,2025-03-25,12:30:00,false,0,"GAME SHOW Live!","I escape"
4252,LOT4,2025-03-25,12:30:00,false,0,"LEGEND OF THE TOMB","I escape"
4253,CLV1,2025-03-25,12:45:00,false,0,"CLUEVIE","I escape"
4254,DNR2,2025-03-25,12:45:00,false,0,"DONOR","I escape"
4255,GMS3,2025-03-25,12:45:00,true,9,"GAME SHOW Live!","I escape"
4256,LOT4,2025-03-25,12:45:00,true,8,"LEGEND OF THE TOMB","I escape"
4257,CLV1,2025-03-25,13:00:00,true,7,"CLUEVIE","I escape"
4258,DNR2,2025-03-25,13:00:00,true,5,"DONOR","I escape"
4259,GMS3,2025-03-25,13:00:00,true,8,"GAME SHOW Live!","I escape"
4260,LOT4,2025-03-25,13:00:00,false,0,"LEGEND OF THE TOMB","I escape"
4261,CLV1,2025-03-25,13:15:00,true,2,"CLUEVIE","I escape"
4262,DNR2,2025-03-25,13:15:00,true,3,"DONOR","I escape"
4263,GMS3,2025-03-25,13:15:00,true,3,"GAME SHOW Live!","I escape"
4264,LOT4,2025-03-25,13:15:00,false,0,"LEGEND OF THE TOMB","I escape"
4265,CLV1,2025-03-25,13:30:00,true,1,"CLUEVIE","I escape"
4266,DNR2,2025-03-25,13:30:00,true,4,"DONOR","I escape"
4267,GMS3,2025-03-25,13:30:00,true,2,"GAME SHOW Live!","I escape"
4268,LOT4,2025-03-25,13:30:00,false,0,"LEGEND OF THE TOMB","I escape"
4269,CLV1,2025-03-25,13:45:00,false,0,"CLUEVIE","I escape"
4270,DNR2,2025-03-25,13:45:00,false,0,"DONOR","I escape"
4271,GMS3,2025-03-25,13:45:00,false,0,"GAME SHOW Live!","I escape"
4272,LOT4,2025-03-25,13:45:00,false,0,"LEGEND OF THE TOMB","I escape"
4273,CLV1,2025-03-25,14:00:00,false,0,"CLUEVIE","I escape"
4274,DNR2,2025-03-25,14:00:00,true,4,"DONOR","I escape"
4275,GMS3,2025-03-25,14:00:00,false,0,"GAME SHOW Live!","I escape"
4276,LOT4,2025-03-25,14:00:00,true,6,"LEGEND OF THE TOMB","I escape"
4277,CLV1,2025-03-25,14:15:00,true,4,"CLUEVIE","I escape"
4278,DNR2,2025-03-25,14:15:00,true,6,"DONOR","I escape"
4279,GMS3,2025-03-25,14:15:00,false,0,"GAME SHOW Live!","I escape"
4280,LOT4,2025-03-25,14:15:00,false,0,"LEGEND OF THE TOMB","I escape"
4281,CLV1,2025-03-25,14:30:00,false,0,"CLUEVIE","I escape"
4282,DNR2,2025-03-25,14:30:00,true,1,"DONOR","I escape"
4283,GMS3,2025-03-25,14:30:00,true,3,"GAME SHOW Live!","I escape"
4284,LOT4,2025-03-25,14:30:00,false,0,"LEGEND OF THE TOMB","I escape"
4285,CLV1,2025-03-25,14:45:00,false,0,"CLUEVIE","I escape"
4286,DNR2,2025-03-25,14:45:00,true,2,"DONOR","I escape"
4287,GMS3,2025-03-25,14:45:00,true,5,"GAME SHOW Live!","I escape"
4288,LOT4,2025-03-25,14:45:00,true,3,"LEGEND OF THE TOMB","I escape"
4289,CLV1,2025-03-25,15:00:00,true,6,"CLUEVIE","I escape"
4290,DNR2,2025-03-25,15:00:00,true,7,"DONOR","I escape"
4291,GMS3,2025-03-25,15:00:00,true,7,"GAME SHOW Live!","I escape"
4292,LOT4,2025-03-25,15:00:00,true,3,"LEGEND OF THE TOMB","I escape"
4293,CLV1,2025-03-25,15:15:00,false,0,"CLUEVIE","I escape"
4294,DNR2,2025-03-25,15:15:00,true,4,"DONOR","I escape"
4295,GMS3,2025-03-25,15:15:00,false,0,"GAME SHOW Live!","I escape"
4296,LOT4,2025-03-25,15:15:00,false,0,"LEGEND OF THE TOMB","I escape"
4297,CLV1,2025-03-25,15:30:00,false,0,"CLUEVIE","I escape"
4298,DNR2,2025-03-25,15:30:00,true,2,"DONOR","I escape"
4299,GMS3,2025-03-25,15:30:00,true,9,"GAME SHOW Live!","I escape"
4300,LOT4,2025-03-25,15:30:00,true,4,"LEGEND OF THE TOMB","I escape"
4301,CLV1,2025-03-25,15:45:00,true,7,"CLUEVIE","I escape"
4302,DNR2,2025-03-25,15:45:00,true,3,"DONOR","I escape"
4303,GMS3,2025-03-25,15:45:00,false,0,"GAME SHOW Live!","I escape"
4304,LOT4,2025-03-25,15:45:00,true,4,"LEGEND OF THE TOMB","I escape"
4305,CLV1,2025-03-25,16:00:00,true,1,"CLUEVIE","I escape"
4306,DNR2,2025-03-25,16:00:00,true,1,"DONOR","I escape"
4307,GMS3,2025-03-25,16:00:00,true,9,"GAME SHOW Live!","I escape"
4308,LOT4,2025-03-25,16:00:00,true,5,"LEGEND OF THE TOMB","I escape"
4309,CLV1,2025-03-25,16:15:00,false,0,"CLUEVIE","I escape"
4310,DNR2,2025-03-25,16:15:00,false,0,"DONOR","I escape"
4311,GMS3,2025-03-25,16:15:00,false,0,"GAME SHOW Live!","I escape"
4312,LOT4,2025-03-25,16:15:00,true,5,"LEGEND OF THE TOMB","I escape"
4313,CLV1,2025-03-25,16:30:00,false,0,"CLUEVIE","I escape"
4314,DNR2,2025-03-25,16:30:00,true,2,"DONOR","I escape"
4315,GMS3,2025-03-25,16:30:00,true,7,"GAME SHOW Live!","I escape"
4316,LOT4,2025-03-25,16:30:00,false,0,"LEGEND OF THE TOMB","I escape"
4317,CLV1,2025-03-25,16:45:00,true,4,"CLUEVIE","I escape"
4318,DNR2,2025-03-25,16:45:00,false,0,"DONOR","I escape"
4319,GMS3,2025-03-25,16:45:00,false,0,"GAME SHOW Live!","I escape"
4320,LOT4,2025-03-25,16:45:00,true,7,"LEGEND OF THE TOMB","I escape"
4321,CLV1,2025-03-25,17:00:00,true,4,"CLUEVIE","I escape"
4322,DNR2,2025-03-25,17:00:00,true,4,"DONOR","I escape"
4323,GMS3,2025-03-25,17:00:00,false,0,"GAME SHOW Live!","I escape"
4324,LOT4,2025-03-25,17:00:00,false,0,"LEGEND OF THE TOMB","I escape"
4325,CLV1,2025-03-25,17:15:00,false,0,"CLUEVIE","I escape"
4326,DNR2,2025-03-25,17:15:00,true,3,"DONOR","I escape"
4327,GMS3,2025-03-25,17:15:00,true,7,"GAME SHOW Live!","I escape"
4328,LOT4,2025-03-25,17:15:00,false,0,"LEGEND OF THE TOMB","I escape"
4329,CLV1,2025-03-25,17:30:00,true,1,"CLUEVIE","I escape"
4330,DNR2,2025-03-25,17:30:00,true,8,"DONOR","I escape"
4331,GMS3,2025-03-25,17:30:00,true,9,"GAME SHOW Live!","I escape"
4332,LOT4,2025-03-25,17:30:00,true,4,"LEGEND OF THE TOMB","I escape"
4333,CLV1,2025-03-25,17:45:00,true,4,"CLUEVIE","I escape"
4334,DNR2,2025-03-25,17:45:00,true,7,"DONOR","I escape"
4335,GMS3,2025-03-25,17:45:00,false,0,"GAME SHOW Live!","I escape"
4336,LOT4,2025-03-25,17:45:00,true,8,"LEGEND OF THE TOMB","I escape"
4337,CLV1,2025-03-25,18:00:00,true,7,"CLUEVIE","I escape"
4338,DNR2,2025-03-25,18:00:00,false,0,"DONOR","I escape"
4339,GMS3,2025-03-25,18:00:00,true,8,"GAME SHOW Live!","I escape"
4340,LOT4,2025-03-25,18:00:00,true,1,"LEGEND OF THE TOMB","I escape"
4341,CLV1,2025-03-25,18:15:00,true,6,"CLUEVIE","I escape"
4342,DNR2,2025-03-25,18:15:00,true,5,"DONOR","I escape"
4343,GMS3,2025-03-25,18:15:00,false,0,"GAME SHOW Live!","I escape"
4344,LOT4,2025-03-25,18:15:00,false,0,"LEGEND OF THE TOMB","I escape"
4345,CLV1,2025-03-25,18:30:00,true,6,"CLUEVIE","I escape"
4346,DNR2,2025-03-25,18:30:00,true,6,"DONOR","I escape"
4347,GMS3,2025-03-25,18:30:00,false,0,"GAME SHOW Live!","I escape"
4348,LOT4,2025-03-25,18:30:00,true,4,"LEGEND OF THE TOMB","I escape"
4349,CLV1,2025-03-25,18:45:00,true,1,"CLUEVIE","I escape"
4350,DNR2,2025-03-25,18:45:00,true,2,"DONOR","I escape"
4351,GMS3,2025-03-25,18:45:00,true,6,"GAME SHOW Live!","I escape"
4352,LOT4,2025-03-25,18:45:00,true,6,"LEGEND OF THE TOMB","I escape"
4353,CLV1,2025-03-25,19:00:00,false,0,"CLUEVIE","I escape"
4354,DNR2,2025-03-25,19:00:00,true,7,"DONOR","I escape"
4355,GMS3,2025-03-25,19:00:00,true,6,"GAME SHOW Live!","I escape"
4356,LOT4,2025-03-25,19:00:00,false,0,"LEGEND OF THE TOMB","I escape"
4357,CLV1,2025-03-25,19:15:00,true,6,"CLUEVIE","I escape"
4358,DNR2,2025-03-25,19:15:00,true,3,"DONOR","I escape"
4359,GMS3,2025-03-25,19:15:00,false,0,"GAME SHOW Live!","I escape"
4360,LOT4,2025-03-25,19:15:00,false,0,"LEGEND OF THE TOMB","I escape"
4361,CLV1,2025-03-25,19:30:00,true,8,"CLUEVIE","I escape"
4362,DNR2,2025-03-25,19:30:00,false,0,"DONOR","I escape"
4363,GMS3,2025-03-25,19:30:00,true,4,"GAME SHOW Live!","I escape"
4364,LOT4,2025-03-25,19:30:00,false,0,"LEGEND OF THE TOMB","I escape"
4365,CLV1,2025-03-25,19:45:00,true,4,"CLUEVIE","I escape"
4366,DNR2,2025-03-25,19:45:00,false,0,"DONOR","I escape"
4367,GMS3,2025-03-25,19:45:00,true,1,"GAME SHOW Live!","I escape"
4368,LOT4,2025-03-25,19:45:00,false,0,"LEGEND OF THE TOMB","I escape"
4369,CLV1,2025-03-25,20:00:00,true,1,"CLUEVIE","I escape"
4370,DNR2,2025-03-25,20:00:00,false,0,"DONOR","I escape"
4371,GMS3,2025-03-25,20:00:00,true,2,"GAME SHOW Live!","I escape"
4372,LOT4,2025-03-25,20:00:00,true,3,"LEGEND OF THE TOMB","I escape"
4373,CLV1,2025-03-25,20:15:00,true,5,"CLUEVIE","I escape"
4374,DNR2,2025-03-25,20:15:00,true,2,"DONOR","I escape"
4375,GMS3,2025-03-25,20:15:00,true,3,"GAME SHOW Live!","I escape"
4376,LOT4,2025-03-25,20:15:00,true,3,"LEGEND OF THE TOMB","I escape"
4377,CLV1,2025-03-25,20:30:00,true,2,"CLUEVIE","I escape"
4378,DNR2,2025-03-25,20:30:00,true,2,"DONOR","I escape"
4379,GMS3,2025-03-25,20:30:00,true,4,"GAME SHOW Live!","I escape"
4380,LOT4,2025-03-25,20:30:00,false,0,"LEGEND OF THE TOMB","I escape"
4381,CLV1,2025-03-25,20:45:00,true,5,"CLUEVIE","I escape"
4382,DNR2,2025-03-25,20:45:00,true,2,"DONOR","I escape"
4383,GMS3,2025-03-25,20:45:00,false,0,"GAME SHOW Live!","I escape"
4384,LOT4,2025-03-25,20:45:00,true,1,"LEGEND OF THE TOMB","I escape"
4385,CLV1,2025-03-25,21:00:00,true,3,"CLUEVIE","I escape"
4386,DNR2,2025-03-25,21:00:00,false,0,"DONOR","I escape"
4387,GMS3,2025-03-25,21:00:00,true,5,"GAME SHOW Live!","I escape"
4388,LOT4,2025-03-25,21:00:00,false,0,"LEGEND OF THE TOMB","I escape"
4389,CLV1,2025-03-25,21:15:00,true,8,"CLUEVIE","I escape"
4390,DNR2,2025-03-25,21:15:00,false,0,"DONOR","I escape"
4391,GMS3,2025-03-25,21:15:00,false,0,"GAME SHOW Live!","I escape"
4392,LOT4,2025-03-25,21:15:00,false,0,"LEGEND OF THE TOMB","I escape"
4393,CLV1,2025-03-25,21:30:00,false,0,"CLUEVIE","I escape"
4394,DNR2,2025-03-25,21:30:00,false,0,"DONOR","I escape"
4395,GMS3,2025-03-25,21:30:00,true,7,"GAME SHOW Live!","I escape"
4396,LOT4,2025-03-25,21:30:00,false,0,"LEGEND OF THE TOMB","I escape"
4397,CLV1,2025-03-25,21:45:00,false,0,"CLUEVIE","I escape"
4398,DNR2,2025-03-25,21:45:00,true,6,"DONOR","I escape"
4399,GMS3,2025-03-25,21:45:00,true,4,"GAME SHOW Live!","I escape"
4400,LOT4,2025-03-25,21:45:00,true,4,"LEGEND OF THE TOMB","I escape"
4401,CLV1,2025-03-26,11:00:00,true,5,"CLUEVIE","I escape"
4402,DNR2,2025-03-26,11:00:00,true,1,"DONOR","I escape"
4403,GMS3,2025-03-26,11:00:00,true,2,"GAME SHOW Live!","I escape"
4404,LOT4,2025-03-26,11:00:00,false,0,"LEGEND OF THE TOMB","I escape"
4405,CLV1,2025-03-26,11:15:00,false,0,"CLUEVIE","I escape"
4406,DNR2,2025-03-26,11:15:00,true,2,"DONOR","I escape"
4407,GMS3,2025-03-26,11:15:00,true,6,"GAME SHOW Live!","I escape"
4408,LOT4,2025-03-26,11:15:00,true,5,"LEGEND OF THE TOMB","I escape"
4409,CLV1,2025-03-26,11:30:00,true,3,"CLUEVIE","I escape"
4410,DNR2,2025-03-26,11:30:00,true,7,"DONOR","I escape"
4411,GMS3,2025-03-26,11:30:00,true,1,"GAME SHOW Live!","I escape"
4412,LOT4,2025-03-26,11:30:00,true,5,"LEGEND OF THE TOMB","I escape"
4413,CLV1,2025-03-26,11:45:00,false,0,"CLUEVIE","I escape"
4414,DNR2,2025-03-26,11:45:00,true,8,"DONOR","I escape"
4415,GMS3,2025-03-26,11:45:00,true,6,"GAME SHOW Live!","I escape"
4416,LOT4,2025-03-26,11:45:00,false,0,"LEGEND OF THE TOMB","I escape"
4417,CLV1,2025-03-26,12:00:00,false,0,"CLUEVIE","I escape"
4418,DNR2,2025-03-26,12:00:00,true,4,"DONOR","I escape"
4419,GMS3,2025-03-26,12:00:00,true,5,"GAME SHOW Live!","I escape"
4420,LOT4,2025-03-26,12:00:00,false,0,"LEGEND OF THE TOMB","I escape"
4421,CLV1,2025-03-26,12:15:00,true,2,"CLUEVIE","I escape"
4422,DNR2,2025-03-26,12:15:00,true,6,"DONOR","I escape"
4423,GMS3,2025-03-26,12:15:00,false,0,"GAME SHOW Live!","I escape"
4424,LOT4,2025-03-26,12:15:00,true,3,"LEGEND OF THE TOMB","I escape"
4425,CLV1,2025-03-26,12:30:00,true,4,"CLUEVIE","I escape"
4426,DNR2,2025-03-26,12:30:00,false,0,"DONOR","I escape"
4427,GMS3,2025-03-26,12:30:00,true,4,"GAME SHOW Live!","I escape"
4428,LOT4,2025-03-26,12:30:00,false,0,"LEGEND OF THE TOMB","I escape"
4429,CLV1,2025-03-26,12:45:00,false,0,"CLUEVIE","I escape"
4430,DNR2,2025-03-26,12:45:00,false,0,"DONOR","I escape"
4431,GMS3,2025-03-26,12:45:00,true,7,"GAME SHOW Live!","I escape"
4432,LOT4,2025-03-26,12:45:00,true,8,"LEGEND OF THE TOMB","I escape"
4433,CLV1,2025-03-26,13:00:00,false,0,"CLUEVIE","I escape"
4434,DNR2,2025-03-26,13:00:00,true,2,"DONOR","I escape"
4435,GMS3,2025-03-26,13:00:00,false,0,"GAME SHOW Live!","I escape"
4436,LOT4,2025-03-26,13:00:00,false,0,"LEGEND OF THE TOMB","I escape"
4437,CLV1,2025-03-26,13:15:00,false,0,"CLUEVIE","I escape"
4438,DNR2,2025-03-26,13:15:00,false,0,"DONOR","I escape"
4439,GMS3,2025-03-26,13:15:00,true,3,"GAME SHOW Live!","I escape"
4440,LOT4,2025-03-26,13:15:00,false,0,"LEGEND OF THE TOMB","I escape"
4441,CLV1,2025-03-26,13:30:00,false,0,"CLUEVIE","I escape"
4442,DNR2,2025-03-26,13:30:00,true,7,"DONOR","I escape"
4443,GMS3,2025-03-26,13:30:00,false,0,"GAME SHOW Live!","I escape"
4444,LOT4,2025-03-26,13:30:00,true,8,"LEGEND OF THE TOMB","I escape"
4445,CLV1,2025-03-26,13:45:00,true,7,"CLUEVIE","I escape"
4446,DNR2,2025-03-26,13:45:00,false,0,"DONOR","I escape"
4447,GMS3,2025-03-26,13:45:00,false,0,"GAME SHOW Live!","I escape"
4448,LOT4,2025-03-26,13:45:00,true,1,"LEGEND OF THE TOMB","I escape"
4449,CLV1,2025-03-26,14:00:00,false,0,"CLUEVIE","I escape"
4450,DNR2,2025-03-26,14:00:00,true,4,"DONOR","I escape"
4451,GMS3,2025-03-26,14:00:00,false,0,"GAME SHOW Live!","I escape"
4452,LOT4,2025-03-26,14:00:00,false,0,"LEGEND OF THE TOMB","I escape"
4453,CLV1,2025-03-26,14:15:00,true,5,"CLUEVIE","I escape"
4454,DNR2,2025-03-26,14:15:00,true,5,"DONOR","I escape"
4455,GMS3,2025-03-26,14:15:00,true,4,"GAME SHOW Live!","I escape"
4456,LOT4,2025-03-26,14:15:00,false,0,"LEGEND OF THE TOMB","I escape"
4457,CLV1,2025-03-26,14:30:00,true,8,"CLUEVIE","I escape"
4458,DNR2,2025-03-26,14:30:00,true,7,"DONOR","I escape"
4459,GMS3,2025-03-26,14:30:00,false,0,"GAME SHOW Live!","I escape"
4460,LOT4,2025-03-26,14:30:00,false,0,"LEGEND OF THE TOMB","I escape"
4461,CLV1,2025-03-26,14:45:00,true,2,"CLUEVIE","I escape"
4462,DNR2,2025-03-26,14:45:00,true,8,"DONOR","I escape"
4463,GMS3,2025-03-26,14:45:00,true,8,"GAME SHOW Live!","I escape"
4464,LOT4,2025-03-26,14:45:00,true,5,"LEGEND OF THE TOMB","I escape"
4465,CLV1,2025-03-26,15:00:00,true,6,"CLUEVIE","I escape"
4466,DNR2,2025-03-26,15:00:00,false,0,"DONOR","I escape"
4467,GMS3,2025-03-26,15:00:00,true,4,"GAME SHOW Live!","I escape"
4468,LOT4,2025-03-26,15:00:00,false,0,"LEGEND OF THE TOMB","I escape"
4469,CLV1,2025-03-26,15:15:00,true,5,"CLUEVIE","I escape"
4470,DNR2,2025-03-26,15:15:00,true,3,"DONOR","I escape"
4471,GMS3,2025-03-26,15:15:00,false,0,"GAME SHOW Live!","I escape"
4472,LOT4,2025-03-26,15:15:00,true,3,"LEGEND OF THE TOMB","I escape"
4473,CLV1,2025-03-26,15:30:00,true,6,"CLUEVIE","I escape"
4474,DNR2,2025-03-26,15:30:00,false,0,"DONOR","I escape"
4475,GMS3,2025-03-26,15:30:00,true,9,"GAME SHOW Live!","I escape"
4476,LOT4,2025-03-26,15:30:00,true,5,"LEGEND OF THE TOMB","I escape"
4477,CLV1,2025-03-26,15:45:00,true,6,"CLUEVIE","I escape"
4478,DNR2,2025-03-26,15:45:00,false,0,"DONOR","I escape"
4479,GMS3,2025-03-26,15:45:00,true,9,"GAME SHOW Live!","I escape"
4480,LOT4,2025-03-26,15:45:00,false,0,"LEGEND OF THE TOMB","I escape"
4481,CLV1,2025-03-26,16:00:00,true,6,"CLUEVIE","I escape"
4482,DNR2,2025-03-26,16:00:00,false,0,"DONOR","I escape"
4483,GMS3,2025-03-26,16:00:00,false,0,"GAME SHOW Live!","I escape"
4484,LOT4,2025-03-26,16:00:00,true,1,"LEGEND OF THE TOMB","I escape"
4485,CLV1,2025-03-26,16:15:00,true,1,"CLUEVIE","I escape"
4486,DNR2,2025-03-26,16:15:00,true,8,"DONOR","I escape"
4487,GMS3,2025-03-26,16:15:00,true,1,"GAME SHOW Live!","I escape"
4488,LOT4,2025-03-26,16:15:00,true,5,"LEGEND OF THE TOMB","I escape"
4489,CLV1,2025-03-26,16:30:00,true,4,"CLUEVIE","I escape"
4490,DNR2,2025-03-26,16:30:00,true,1,"DONOR","I escape"
4491,GMS3,2025-03-26,16:30:00,false,0,"GAME SHOW Live!","I escape"
4492,LOT4,2025-03-26,16:30:00,false,0,"LEGEND OF THE TOMB","I escape"
4493,CLV1,2025-03-26,16:45:00,true,3,"CLUEVIE","I escape"
4494,DNR2,2025-03-26,16:45:00,false,0,"DONOR","I escape"
4495,GMS3,2025-03-26,16:45:00,true,7,"GAME SHOW Live!","I escape"
4496,LOT4,2025-03-26,16:45:00,false,0,"LEGEND OF THE TOMB","I escape"
4497,CLV1,2025-03-26,17:00:00,true,8,"CLUEVIE","I escape"
4498,DNR2,2025-03-26,17:00:00,false,0,"DONOR","I escape"
4499,GMS3,2025-03-26,17:00:00,false,0,"GAME SHOW Live!","I escape"
4500,LOT4,2025-03-26,17:00:00,false,0,"LEGEND OF THE TOMB","I escape"
4501,CLV1,2025-03-26,17:15:00,false,0,"CLUEVIE","I escape"
4502,DNR2,2025-03-26,17:15:00,true,6,"DONOR","I escape"
4503,GMS3,2025-03-26,17:15:00,true,6,"GAME SHOW Live!","I escape"
4504,LOT4,2025-03-26,17:15:00,true,6,"LEGEND OF THE TOMB","I escape"
4505,CLV1,2025-03-26,17:30:00,true,1,"CLUEVIE","I escape"
4506,DNR2,2025-03-26,17:30:00,true,6,"DONOR","I escape"
4507,GMS3,2025-03-26,17:30:00,false,0,"GAME SHOW Live!","I escape"
4508,LOT4,2025-03-26,17:30:00,false,0,"LEGEND OF THE TOMB","I escape"
4509,CLV1,2025-03-26,17:45:00,false,0,"CLUEVIE","I escape"
4510,DNR2,2025-03-26,17:45:00,false,0,"DONOR","I escape"
4511,GMS3,2025-03-26,17:45:00,true,4,"GAME SHOW Live!","I escape"
4512,LOT4,2025-03-26,17:45:00,true,3,"LEGEND OF THE TOMB","I escape"
4513,CLV1,2025-03-26,18:00:00,true,3,"CLUEVIE","I escape"
4514,DNR2,2025-03-26,18:00:00,true,7,"DONOR","I escape"
4515,GMS3,2025-03-26,18:00:00,false,0,"GAME SHOW Live!","I escape"
4516,LOT4,2025-03-26,18:00:00,true,7,"LEGEND OF THE TOMB","I escape"
4517,CLV1,2025-03-26,18:15:00,true,1,"CLUEVIE","I escape"
4518,DNR2,2025-03-26,18:15:00,true,2,"DONOR","I escape"
4519,GMS3,2025-03-26,18:15:00,false,0,"GAME SHOW Live!","I escape"
4520,LOT4,2025-03-26,18:15:00,false,0,"LEGEND OF THE TOMB","I escape"
4521,CLV1,2025-03-26,18:30:00,false,0,"CLUEVIE","I escape"
4522,DNR2,2025-03-26,18:30:00,false,0,"DONOR","I escape"
4523,GMS3,2025-03-26,18:30:00,true,2,"GAME SHOW Live!","I escape"
4524,LOT4,2025-03-26,18:30:00,true,1,"LEGEND OF THE TOMB","I escape"
4525,CLV1,2025-03-26,18:45:00,true,2,"CLUEVIE","I escape"
4526,DNR2,2025-03-26,18:45:00,true,5,"DONOR","I escape"
4527,GMS3,2025-03-26,18:45:00,false,0,"GAME SHOW Live!","I escape"
4528,LOT4,2025-03-26,18:45:00,true,2,"LEGEND OF THE TOMB","I escape"
4529,CLV1,2025-03-26,19:00:00,false,0,"CLUEVIE","I escape"
4530,DNR2,2025-03-26,19:00:00,true,5,"DONOR","I escape"
4531,GMS3,2025-03-26,19:00:00,true,7,"GAME SHOW Live!","I escape"
4532,LOT4,2025-03-26,19:00:00,true,3,"LEGEND OF THE TOMB","I escape"
4533,CLV1,2025-03-26,19:15:00,true,3,"CLUEVIE","I escape"
4534,DNR2,2025-03-26,19:15:00,false,0,"DONOR","I escape"
4535,GMS3,2025-03-26,19:15:00,true,8,"GAME SHOW Live!","I escape"
4536,LOT4,2025-03-26,19:15:00,false,0,"LEGEND OF THE TOMB","I escape"
4537,CLV1,2025-03-26,19:30:00,true,4,"CLUEVIE","I escape"
4538,DNR2,2025-03-26,19:30:00,false,0,"DONOR","I escape"
4539,GMS3,2025-03-26,19:30:00,true,9,"GAME SHOW Live!","I escape"
4540,LOT4,2025-03-26,19:30:00,true,2,"LEGEND OF THE TOMB","I escape"
4541,CLV1,2025-03-26,19:45:00,true,2,"CLUEVIE","I escape"
4542,DNR2,2025-03-26,19:45:00,true,7,"DONOR","I escape"
4543,GMS3,2025-03-26,19:45:00,true,10,"GAME SHOW Live!","I escape"
4544,LOT4,2025-03-26,19:45:00,true,2,"LEGEND OF THE TOMB","I escape"
4545,CLV1,2025-03-26,20:00:00,true,1,"CLUEVIE","I escape"
4546,DNR2,2025-03-26,20:00:00,false,0,"DONOR","I escape"
4547,GMS3,2025-03-26,20:00:00,true,3,"GAME SHOW Live!","I escape"
4548,LOT4,2025-03-26,20:00:00,true,2,"LEGEND OF THE TOMB","I escape"
4549,CLV1,2025-03-26,20:15:00,true,8,"CLUEVIE","I escape"
4550,DNR2,2025-03-26,20:15:00,false,0,"DONOR","I escape"
4551,GMS3,2025-03-26,20:15:00,false,0,"GAME SHOW Live!","I escape"
4552,LOT4,2025-03-26,20:15:00,false,0,"LEGEND OF THE TOMB","I escape"
4553,CLV1,2025-03-26,20:30:00,true,3,"CLUEVIE","I escape"
4554,DNR2,2025-03-26,20:30:00,true,3,"DONOR","I escape"
4555,GMS3,2025-03-26,20:30:00,true,8,"GAME SHOW Live!","I escape"
4556,LOT4,2025-03-26,20:30:00,true,1,"LEGEND OF THE TOMB","I escape"
4557,CLV1,2025-03-26,20:45:00,true,4,"CLUEVIE","I escape"
4558,DNR2,2025-03-26,20:45:00,true,4,"DONOR","I escape"
4559,GMS3,2025-03-26,20:45:00,true,8,"GAME SHOW Live!","I escape"
4560,LOT4,2025-03-26,20:45:00,true,5,"LEGEND OF THE TOMB","I escape"
4561,CLV1,2025-03-26,21:00:00,true,8,"CLUEVIE","I escape"
4562,DNR2,2025-03-26,21:00:00,true,7,"DONOR","I escape"
4563,GMS3,2025-03-26,21:00:00,false,0,"GAME SHOW Live!","I escape"
4564,LOT4,2025-03-26,21:00:00,true,5,"LEGEND OF THE TOMB","I escape"
4565,CLV1,2025-03-26,21:15:00,true,8,"CLUEVIE","I escape"
4566,DNR2,2025-03-26,21:15:00,false,0,"DONOR","I escape"
4567,GMS3,2025-03-26,21:15:00,false,0,"GAME SHOW Live!","I escape"
4568,LOT4,2025-03-26,21:15:00,false,0,"LEGEND OF THE TOMB","I escape"
4569,CLV1,2025-03-26,21:30:00,true,8,"CLUEVIE","I escape"
4570,DNR2,2025-03-26,21:30:00,false,0,"DONOR","I escape"
4571,GMS3,2025-03-26,21:30:00,false,0,"GAME SHOW Live!","I escape"
4572,LOT4,2025-03-26,21:30:00,false,0,"LEGEND OF THE TOMB","I escape"
4573,CLV1,2025-03-26,21:45:00,true,7,"CLUEVIE","I escape"
4574,DNR2,2025-03-26,21:45:00,true,8,"DONOR","I escape"
4575,GMS3,2025-03-26,21:45:00,false,0,"GAME SHOW Live!","I escape"
4576,LOT4,2025-03-26,21:45:00,false,0,"LEGEND OF THE TOMB","I escape"
